user_id,item_id,rating
592,409,1
198,343,3
313,720,2
796,746,3
218,648,4
932,607,4
493,423,2
707,116,5
188,181,3
740,258,3
625,202,3
92,184,3
387,238,5
23,705,4
336,202,1
655,223,3
371,197,4
429,1071,2
189,1401,4
763,258,3
601,151,3
766,187,4
588,713,3
886,559,2
497,381,3
249,124,5
590,282,2
527,208,4
7,675,5
533,26,3
334,425,4
786,281,4
666,811,4
885,97,5
804,183,4
276,175,5
493,61,4
615,1065,4
308,393,4
522,180,5
577,284,4
917,535,4
426,1116,4
630,864,4
92,925,3
779,50,5
655,474,3
153,50,1
749,1615,4
68,121,1
317,268,3
810,301,5
508,318,4
693,443,2
222,72,4
42,195,5
109,238,2
442,26,3
116,50,3
101,278,2
194,179,4
94,175,4
84,408,5
933,151,4
149,258,3
543,214,3
589,339,5
461,305,2
715,145,2
581,283,2
283,288,2
632,739,3
379,285,5
712,1055,4
442,318,4
711,1168,4
207,562,2
271,470,3
684,408,5
498,1286,3
532,228,5
590,475,4
97,205,2
416,840,4
327,718,4
503,840,1
790,568,3
831,210,5
201,1039,3
553,151,5
392,250,3
497,597,3
280,284,3
682,180,3
542,11,2
144,707,3
400,343,4
198,183,5
47,301,4
872,282,5
655,1356,3
265,323,3
648,878,3
94,238,5
748,196,3
786,655,4
48,98,5
586,173,3
354,507,3
505,614,3
343,660,3
264,210,5
934,70,4
569,458,2
107,258,4
299,152,4
727,541,4
254,176,3
405,436,1
52,117,4
622,231,4
423,355,3
823,135,4
490,151,1
87,128,3
325,95,2
346,153,3
665,346,2
940,264,1
537,513,4
632,96,5
711,713,3
650,603,4
487,684,5
215,176,5
518,595,3
361,59,4
505,265,4
860,1061,3
29,264,3
717,262,4
847,596,3
189,1315,3
851,182,5
871,50,5
379,205,5
307,258,5
361,228,4
536,88,4
655,192,3
273,345,3
663,471,3
880,568,5
605,282,4
705,222,5
178,183,4
588,15,5
682,1135,2
94,541,3
932,1397,4
453,369,2
655,1158,3
483,1,4
198,218,3
623,210,5
409,1020,5
551,508,4
22,862,1
717,50,4
325,188,2
188,474,4
42,655,3
719,216,4
405,1210,1
387,117,3
423,316,4
568,423,4
586,1042,4
709,288,5
60,265,5
244,818,2
924,1,5
738,205,5
276,384,3
912,659,5
524,277,3
774,554,1
269,756,1
167,655,4
290,498,4
782,908,3
767,921,5
922,550,3
145,275,2
99,238,4
399,576,3
760,841,3
456,218,4
96,484,5
655,257,3
392,11,4
715,58,4
774,449,1
586,69,4
13,527,5
693,428,3
181,245,2
138,14,3
22,566,3
881,304,3
374,161,5
293,1228,1
683,308,3
527,466,2
269,1267,1
889,462,5
650,928,2
707,285,5
234,289,4
85,301,4
782,294,3
536,148,4
454,96,4
650,630,5
843,550,3
178,196,4
85,51,2
162,1047,5
627,697,5
790,1185,2
99,595,4
896,603,4
513,181,5
59,709,5
796,126,3
867,1,4
293,66,2
166,323,5
714,471,4
37,405,4
633,148,1
880,1185,1
181,277,1
420,270,3
604,413,3
489,261,2
497,508,3
665,186,4
746,176,5
104,346,3
42,66,4
474,475,4
416,304,5
643,959,3
283,70,4
899,135,4
655,1142,2
666,655,4
523,1472,5
47,874,3
162,117,4
751,689,2
459,164,4
617,563,1
577,55,3
115,952,5
645,214,4
399,1135,2
639,462,5
437,179,4
881,99,3
638,230,5
664,528,5
474,604,4
660,449,3
249,69,5
109,172,5
274,164,5
458,694,4
394,597,2
334,443,3
887,420,5
913,57,4
693,664,2
796,660,5
549,1,5
52,15,5
670,659,5
879,121,4
193,73,3
291,184,4
833,640,3
632,233,3
674,181,4
587,680,1
378,121,4
130,181,5
618,52,3
436,790,3
423,258,5
790,1471,2
486,458,3
615,736,5
934,173,3
675,427,5
