user_id,item_id,rating,timestamp
333,230,2,891549024
151,273,5,880149166
415,142,5,893213918
156,116,5,886890296
449,1260,4,882472964
372,164,5,877100354
326,339,4,887744167
449,613,4,882377479
531,467,5,893119491
372,496,3,877099317
455,201,3,881374586
108,412,3,880572382
57,208,5,884305019
359,283,3,880354991
535,203,4,882359938
285,804,3,878141931
453,193,3,881959698
503,131,5,887838815
373,63,5,880396256
500,1533,4,883348743
379,653,4,885478953
310,520,4,884366686
532,117,4,879192792
23,726,3,875322727
462,596,2,890531227
482,404,3,878952966
378,194,3,880525368
453,654,3,881959746
109,339,3,886987183
400,320,2,891031554
500,297,4,883347950
404,527,1,885546248
373,4,4,880937875
511,312,3,888578289
499,55,5,883873976
486,287,4,883440572
307,698,4,887737193
100,116,4,877136067
526,652,4,879456077
498,182,4,885599718
81,825,3,876311646
475,174,4,883364143
293,297,5,877819265
337,489,5,879438275
262,878,2,891297416
444,594,2,891200624
200,120,2,884114275
504,257,1,888630999
534,507,5,879617931
61,221,5,879372480
199,548,4,884129567
392,193,4,887746239
67,110,3,876974276
115,1253,2,876453377
56,1095,3,883697940
499,2,4,883865786
248,182,4,879572540
536,290,2,886030235
560,163,2,885809626
234,195,3,889655162
433,832,4,886724914
250,280,4,886272456
113,179,3,881309718
320,6,4,879438793
292,940,2,888907407
451,968,2,875276006
544,709,3,879900227
415,139,4,886317030
368,165,4,889428418
125,343,4,887853735
449,699,1,882469863
317,173,4,884495590
296,82,4,875774306
544,227,5,879899266
243,173,3,880605896
21,1002,1,878887277
350,677,4,879481675
480,434,5,885828510
348,14,4,879465785
89,355,4,891385752
428,150,5,882386870
307,95,4,887737432
531,684,5,892521554
503,415,4,887910294
150,197,4,879524472
513,44,4,876061444
531,585,4,888636373
396,155,5,885350381
400,167,1,891033442
384,460,4,879441942
539,49,5,882156948
144,16,3,875272132
453,96,4,881960029
531,590,5,893119335
130,241,5,883681723
386,122,3,886480970
496,249,3,879310581
188,515,1,893265568
455,281,3,881371694
14,322,1,879455311
344,654,4,884991851
24,967,4,885852218
454,227,4,879111153
81,455,1,884714618
495,10,4,876067022
520,658,4,885253376
157,249,4,880132356
404,555,1,885546636
428,381,3,882386601
532,68,4,879438849
341,381,3,875320623
180,455,1,878962586
343,7,5,889814194
471,48,5,875982607
373,1276,3,880394331
404,1538,1,885546724
499,315,3,891916809
479,516,4,891208460
462,740,1,889937778
84,290,3,882994658
22,385,4,874789001
242,508,4,879988369
248,316,5,879572106
6,570,3,891353950
369,660,5,879435217
263,13,4,886122771
58,761,4,888203708
52,627,5,879443253
74,110,4,884050502
331,69,2,888360179
386,19,4,886480789
93,731,3,891721216
185,1045,3,879023751
544,24,2,880348933
560,22,5,885807888
473,193,5,887924571
503,371,4,887839195
415,774,4,893142245
24,185,4,885852569
319,678,4,884749306
294,21,4,879517372
327,600,4,885048004
547,1050,4,891415677
338,159,5,891033512
502,96,4,880383424
223,348,4,888082246
326,959,5,887745774
307,96,1,887738469
478,116,3,889125627
362,624,4,891498038
76,208,4,884752562
315,182,1,880853654
322,291,4,878738997
390,503,5,877398856
434,289,3,884132484
84,309,3,880838201
91,1027,2,876769174
302,585,2,879485659
