user_id,item_id,rating,timestamp
185,301,3,891717742
21,376,1,878887116
243,50,2,880606923
165,345,1,886397596
252,464,5,891628467
304,450,3,886324817
5,85,3,883603013
61,256,2,879372434
285,1013,5,879781125
199,221,5,876042340
209,39,3,891035994
223,28,3,888104457
302,784,3,879485318
121,386,5,879270459
233,1183,2,892079237
118,391,4,886176814
298,143,4,877881320
307,0,4,887736532
37,94,5,892430094
101,767,2,883748450
62,276,4,875747401
49,245,3,877052329
300,97,4,882075827
289,87,4,880731963
96,193,3,884238860
156,273,4,886890835
180,1080,1,878962623
277,602,5,891295330
6,31,4,891350932
9,15,4,877888877
283,303,4,885329322
286,326,5,875333916
245,200,5,884921594
98,3,5,886519097
80,431,2,876535131
58,195,5,888205088
71,678,2,880037164
86,383,4,879877127
289,142,5,880474293
291,514,4,881103977
114,19,3,881171009
200,218,4,884112673
12,525,3,882141053
245,918,4,884920949
59,426,5,883326620
242,14,3,879987440
91,1048,1,890251826
245,415,3,884923047
240,689,2,887249482
253,1443,3,886475558
298,228,3,878192429
221,365,4,878183381
7,337,4,879361873
161,24,4,877635573
86,1015,4,879876194
118,1152,5,874781198
61,497,4,879373848
61,381,3,879375537
134,22,4,879857765
31,293,3,883709863
292,684,3,888905170
215,143,4,880234639
165,327,5,886397722
249,495,4,878090499
270,131,5,885848672
109,306,4,886987260
270,345,4,885844430
93,788,4,891720887
127,484,3,879966895
43,194,5,878347874
263,199,5,886122352
71,194,5,880037702
221,749,5,883815120
249,263,3,878089182
40,264,3,890687042
223,244,3,888082216
261,1146,4,879791710
292,470,3,888904884
215,657,3,880245029
249,139,3,878092059
58,22,5,888205300
243,814,4,880605185
6,478,4,891352010
173,367,1,886434402
86,273,4,879876734
12,835,2,882139746
12,271,4,884538403
243,755,2,880605157
42,13,2,883955745
298,954,4,889502823
83,404,3,883452363
268,503,4,891449922
298,110,3,877878184
98,267,3,885678247
9,485,4,877886846
84,426,3,879456350
302,918,4,879467295
120,513,3,891387947
89,97,5,891383204
48,558,2,888067405
67,116,4,876973939
18,3,4,885412840
4,1,3,875636053
304,116,2,886324028
43,293,4,883612356
42,136,4,875975656
253,163,4,886472768
65,297,4,883601324
17,442,3,880130193
98,78,4,885680138
12,97,4,881515011
6,454,4,891353086
221,754,4,878183481
199,672,5,884128554
118,327,4,876923913
93,1216,3,891723086
129,378,4,875801662
37,327,4,892428688
292,1266,3,888906966
129,215,4,875216545
91,1078,3,886443455
255,451,4,882164999
71,47,4,880036718
12,359,4,882140926
14,404,2,879455957
91,76,3,875654637
206,475,2,884386343
291,173,5,881105481
231,482,5,888549622
250,747,2,886272175
223,25,3,888104153
180,219,4,878962392
304,470,4,886323648
51,279,3,882922806
147,407,5,877399018
96,227,5,884238860
82,233,4,887665548
89,346,4,891383319
109,687,1,886987605
298,13,4,877877775
150,9,5,879524921
268,126,4,891446165
53,105,3,880937882
302,68,5,879467542
