user_id,item_id,rating,timestamp
195,241,3,881250949
185,301,3,891717742
21,376,1,878887116
243,50,2,880606923
297,473,4,884182806
304,450,3,886324817
5,85,3,883603013
61,256,2,879372434
285,1013,5,879781125
193,273,2,879539794
233,1183,2,892079237
94,545,2,879196566
37,94,5,892430094
101,767,2,883748450
159,233,5,876861185
224,192,4,879539727
96,193,3,884238860
156,273,4,886890835
9,15,4,877888877
283,303,4,885329322
245,200,5,884921594
241,1136,5,879741196
80,431,2,876535131
259,321,4,890618898
24,180,5,885853415
58,195,5,888205088
71,678,2,880037164
41,422,5,881107687
291,514,4,881103977
245,918,4,884920949
56,303,5,883698581
188,511,4,893277702
242,14,3,879987440
91,1048,1,890251826
245,415,3,884923047
193,164,4,879546723
126,228,5,884364867
224,236,5,879539643
224,479,5,879540748
266,517,5,878971773
41,402,3,881108684
10,110,4,891903862
94,624,4,888954412
161,24,4,877635573
118,1152,5,874781198
61,497,4,879373848
27,208,4,881961214
134,22,4,879857765
285,207,4,877531942
159,173,5,876860807
41,95,5,881107178
167,150,5,884288058
270,345,4,885844430
61,20,3,879373460
127,484,3,879966895
193,384,2,879524643
71,194,5,880037702
81,134,3,878769629
58,22,5,888205300
243,814,4,880605185
193,1210,2,879551380
81,1133,2,884714402
243,755,2,880605157
94,786,2,888954930
56,418,3,883698454
268,503,4,891449922
193,465,4,879525876
159,134,4,876860807
9,485,4,877886846
84,426,3,879456350
41,793,3,881108425
67,116,4,876973939
267,230,4,875744136
4,1,3,875636053
304,116,2,886324028
43,293,4,883612356
297,280,3,884183336
267,1034,2,875542174
25,257,3,891347949
118,327,4,876923913
37,327,4,892428688
159,718,3,876857977
25,929,2,891385985
91,1078,3,886443455
255,451,4,882164999
71,47,4,880036718
55,754,3,892910207
91,76,3,875654637
206,475,2,884386343
291,173,5,881105481
304,470,4,886323648
51,279,3,882922806
96,227,5,884238860
82,233,4,887665548
193,180,3,879521396
109,687,1,886987605
268,126,4,891446165
5,13,5,883599249
53,105,3,880937882
304,213,2,886323068
193,1027,2,879541148
285,170,4,877531791
228,327,1,891632142
61,64,4,879374686
206,590,3,876018608
91,171,4,875653271
27,200,3,881961671
193,53,3,879525876
118,236,5,874775038
294,217,5,879966498
267,929,2,875742942
267,1,2,875744173
232,201,5,879394264
82,622,4,880308578
99,343,4,891374868
267,144,1,875744501
306,88,5,879283786
233,140,3,892334609
82,575,4,880308755
296,132,4,875240090
37,152,5,892430369
84,506,4,879456199
268,366,3,891450023
58,467,3,888205855
285,142,4,889651549
112,594,5,875936424
274,97,4,875155140
188,519,5,893265380
217,208,5,877488546
122,426,3,879873020
118,221,5,874775311
157,176,4,880134407
41,545,3,881105817
94,134,3,879197562
153,356,4,879138713
243,672,3,880606667
269,451,4,876956264
186,63,5,879465631
169,748,5,887646170
183,217,3,889909840
127,203,4,879967478
183,320,5,889906967
53,594,3,880937813
127,507,4,879967767
81,182,3,878769848
217,429,3,877488316
214,211,2,891435680
68,255,5,882126156
103,983,1,888442575
266,409,4,878970785
239,878,3,885775745
285,236,2,875806800
293,270,5,889241426
91,228,3,875656201
143,88,3,888105691
58,950,3,888206409
60,677,3,892302309
270,198,4,885848448
270,708,3,885849325
141,168,5,888640356
274,596,3,876197678
176,332,4,880130397
206,1114,2,879664906
270,377,4,885849447
