user_id,item_id,rating
763,105,2
531,249,3
231,164,4
109,10,4
312,392,4
863,929,3
210,461,4
917,167,3
860,461,4
486,287,4
850,1286,1
392,171,5
12,225,4
180,871,1
338,641,5
345,1038,2
376,1104,3
621,729,4
566,339,3
363,677,4
737,201,4
536,1403,2
184,215,4
471,770,4
662,283,4
547,321,4
390,237,5
409,885,2
364,1047,3
553,21,4
551,627,3
838,320,1
462,92,4
621,27,3
453,356,3
185,52,1
405,595,3
526,11,4
326,409,2
481,287,3
356,1033,2
574,49,2
797,997,3
869,87,2
448,284,5
439,323,5
279,527,3
416,641,5
797,1101,4
913,401,5
496,718,3
512,256,4
267,940,2
654,628,3
233,834,3
926,194,4
256,13,5
847,161,2
385,280,3
399,287,4
707,686,2
649,90,4
404,638,1
76,175,4
213,97,4
708,232,3
584,509,5
820,120,3
20,992,4
320,434,5
39,336,4
581,180,4
287,631,4
317,841,2
884,431,4
941,49,5
243,49,5
157,1015,3
723,288,1
362,68,3
592,70,4
441,745,3
479,442,4
843,69,4
14,923,3
861,202,4
639,662,5
532,691,4
144,893,1
692,505,2
865,268,3
292,293,2
255,146,4
22,712,4
19,933,4
797,48,4
321,91,4
307,152,5
649,14,3
342,163,3
24,257,5
339,180,4
398,234,4
98,272,5
398,4,3
628,38,2
267,540,3
42,485,4
681,316,4
921,28,3
806,27,4
338,125,4
109,691,4
824,830,3
150,605,5
373,362,3
169,983,5
864,244,3
813,589,2
902,185,5
750,2,3
896,81,5
333,203,4
264,272,5
199,228,5
468,63,5
485,1092,4
918,274,5
388,193,4
929,115,5
379,1112,4
789,72,4
698,618,2
190,315,5
462,270,1
547,1024,4
837,126,5
444,95,4
879,574,3
795,314,5
591,41,5
56,193,4
862,315,5
194,234,3
805,704,4
675,12,1
63,624,3
233,1074,3
642,188,4
541,186,4
324,1148,4
327,549,3
311,525,5
563,120,4
369,656,3
649,529,4
344,381,4
292,54,4
594,368,3
536,460,3
450,682,1
388,80,3
814,470,2
406,195,4
528,306,5
312,585,2
665,728,4
274,945,3
492,1125,2
131,663,5
378,126,5
893,1314,3
455,719,3
404,1179,1
13,524,5
833,322,2
327,569,3
760,262,1
293,257,3
127,283,3
221,661,3
434,218,5
519,677,2
869,465,4
55,86,4
762,46,3
765,89,1
71,57,4
789,1214,1
7,143,5
48,84,3
187,863,2
837,493,4
930,899,4
93,384,2
775,108,4
195,410,4
592,244,3
832,435,2
540,626,4
531,69,4
853,273,3
881,392,4
654,343,4
392,258,4
595,681,4
932,71,3
346,201,4
826,747,4
42,257,5
241,274,5
698,276,3
775,671,3
55,52,3
926,404,5
552,306,4
55,152,4
180,684,2
473,422,5
453,198,3
245,68,3
888,6,3
390,602,5
564,969,4
15,422,5
56,78,5
78,1160,2
839,530,5
307,604,4
479,212,5
486,540,3
531,1209,4
379,88,5
457,512,4
337,305,4
806,621,3
89,528,5
715,186,3
