user_id,item_id,rating,timestamp
195,241,3,881250949
185,301,3,891717742
243,50,2,880606923
165,345,1,886397596
114,264,2,881171488
61,256,2,879372434
285,1013,5,879781125
199,221,5,876042340
209,39,3,891035994
223,28,3,888104457
233,1183,2,892079237
166,485,4,892738452
298,143,4,877881320
307,0,4,887736532
101,767,2,883748450
224,192,4,879539727
289,87,4,880731963
156,273,4,886890835
180,1080,1,878962623
277,602,5,891295330
275,795,1,874791932
6,31,4,891350932
283,303,4,885329322
275,563,3,874791805
245,200,5,884921594
241,1136,5,879741196
248,240,5,879641194
250,99,4,886271884
80,431,2,876535131
259,321,4,890618898
58,195,5,888205088
71,678,2,880037164
86,383,4,879877127
289,142,5,880474293
41,422,5,881107687
114,19,3,881171009
19,287,1,879667584
12,525,3,882141053
245,918,4,884920949
137,25,5,879024232
166,231,1,892738341
56,303,5,883698581
188,511,4,893277702
91,1048,1,890251826
245,415,3,884923047
253,1443,3,886475558
126,228,5,884364867
224,236,5,879539643
298,228,3,878192429
224,479,5,879540748
275,53,3,874791025
221,365,4,878183381
86,1015,4,879876194
144,274,2,885557505
61,497,4,879373848
61,381,3,879375537
134,22,4,879857765
89,381,5,891383835
285,207,4,877531942
215,143,4,880234639
165,327,5,886397722
249,495,4,878090499
264,117,4,875320714
197,497,3,884207492
41,95,5,881107178
167,150,5,884288058
89,647,4,891384754
270,345,4,885844430
61,20,3,879373460
236,513,4,879376641
93,788,4,891720887
263,199,5,886122352
71,194,5,880037702
249,263,3,878089182
223,244,3,888082216
215,657,3,880245029
249,139,3,878092059
285,378,5,877533771
243,814,4,880605185
6,478,4,891352010
86,273,4,879876734
12,835,2,882139746
12,271,4,884538403
243,755,2,880605157
298,954,4,889502823
56,418,3,883698454
83,404,3,883452363
298,110,3,877878184
258,116,4,874724988
212,272,5,878870987
89,97,5,891383204
41,793,3,881108425
267,230,4,875744136
4,1,3,875636053
253,163,4,886472768
65,297,4,883601324
12,97,4,881515011
6,454,4,891353086
221,754,4,878183481
199,672,5,884128554
212,171,5,878955442
275,321,3,874786392
93,1216,3,891723086
129,378,4,875801662
37,327,4,892428688
129,215,4,875216545
91,1078,3,886443455
255,451,4,882164999
12,359,4,882140926
91,76,3,875654637
206,475,2,884386343
231,482,5,888549622
223,25,3,888104153
180,219,4,878962392
258,254,4,874724710
51,279,3,882922806
124,234,2,892838559
96,227,5,884238860
89,346,4,891383319
124,477,4,879454628
298,13,4,877877775
150,9,5,879524921
15,943,1,877727122
275,1090,3,874793035
86,553,4,879875940
285,170,4,877531791
199,317,5,884128458
61,64,4,879374686
206,590,3,876018608
91,171,4,875653271
69,745,3,884150257
249,6,4,878089716
298,1017,3,889502324
267,929,2,875742942
267,1,2,875744173
65,257,4,883601089
213,333,3,891542540
191,475,2,881368243
233,140,3,892334609
180,263,2,878961624
296,132,4,875240090
37,152,5,892430369
6,381,4,891352093
263,812,4,886122952
180,871,1,878961814
84,506,4,879456199
58,467,3,888205855
285,142,4,889651549
129,1013,3,876250718
188,519,5,893265380
157,176,4,880134407
221,117,4,877563802
301,321,2,879436875
12,197,3,881515193
22,384,4,874786462
295,704,5,884197193
32,871,3,891964230
15,63,5,877720297
76,483,5,884733766
295,507,5,884196584
301,302,2,879436785
243,672,3,880606667
221,76,4,878183616
12,214,5,882140588
