user_id,item_id,rating
764,106,2
532,250,3
232,165,4
110,11,4
313,393,4
864,930,3
211,462,4
918,168,3
861,462,4
487,288,4
851,1287,1
393,172,5
13,226,4
181,872,1
339,642,5
346,1039,2
377,1105,3
622,730,4
567,340,3
364,678,4
738,202,4
537,1404,2
185,216,4
472,771,4
663,284,4
548,322,4
391,238,5
410,886,2
365,1048,3
554,22,4
552,628,3
839,321,1
463,93,4
622,28,3
454,357,3
186,53,1
406,596,3
527,12,4
327,410,2
482,288,3
357,1034,2
575,50,2
798,998,3
870,88,2
449,285,5
440,324,5
280,528,3
417,642,5
798,1102,4
914,402,5
497,719,3
513,257,4
268,941,2
655,629,3
234,835,3
927,195,4
257,14,5
848,162,2
386,281,3
400,288,4
708,687,2
650,91,4
405,639,1
77,176,4
214,98,4
709,233,3
585,510,5
821,121,3
21,993,4
321,435,5
40,337,4
582,181,4
288,632,4
318,842,2
885,432,4
942,50,5
244,50,5
158,1016,3
724,289,1
363,69,3
593,71,4
442,746,3
480,443,4
844,70,4
15,924,3
862,203,4
640,663,5
533,692,4
145,894,1
693,506,2
866,269,3
293,294,2
256,147,4
23,713,4
20,934,4
798,49,4
322,92,4
308,153,5
650,15,3
343,164,3
25,258,5
340,181,4
399,235,4
99,273,5
399,5,3
629,39,2
268,541,3
43,486,4
682,317,4
922,29,3
807,28,4
339,126,4
110,692,4
825,831,3
151,606,5
374,363,3
170,984,5
865,245,3
814,590,2
903,186,5
751,3,3
897,82,5
334,204,4
265,273,5
200,229,5
469,64,5
486,1093,4
919,275,5
389,194,4
930,116,5
380,1113,4
790,73,4
699,619,2
191,316,5
463,271,1
548,1025,4
838,127,5
445,96,4
880,575,3
796,315,5
592,42,5
57,194,4
863,316,5
195,235,3
806,705,4
676,13,1
64,625,3
234,1075,3
643,189,4
542,187,4
325,1149,4
328,550,3
312,526,5
564,121,4
370,657,3
650,530,4
345,382,4
293,55,4
595,369,3
537,461,3
451,683,1
389,81,3
815,471,2
407,196,4
529,307,5
313,586,2
666,729,4
275,946,3
493,1126,2
132,664,5
379,127,5
894,1315,3
456,720,3
405,1180,1
14,525,5
834,323,2
328,570,3
761,263,1
294,258,3
128,284,3
222,662,3
435,219,5
520,678,2
870,466,4
56,87,4
763,47,3
766,90,1
72,58,4
790,1215,1
8,144,5
49,85,3
188,864,2
838,494,4
931,900,4
94,385,2
776,109,4
196,411,4
593,245,3
833,436,2
541,627,4
532,70,4
854,274,3
882,393,4
655,344,4
393,259,4
596,682,4
933,72,3
347,202,4
827,748,4
43,258,5
242,275,5
699,277,3
776,672,3
56,53,3
927,405,5
553,307,4
56,153,4
181,685,2
474,423,5
454,199,3
246,69,3
889,7,3
391,603,5
565,970,4
16,423,5
57,79,5
79,1161,2
840,531,5
308,605,4
480,213,5
487,541,3
532,1210,4
380,89,5
458,513,4
338,306,4
807,622,3
90,529,5
716,187,3
72,655,5
790,687,1
870,490,3
472,173,5
762,116,1
184,215,4
936,268,4
402,32,3
913,99,4
642,1285,4
95,742,4
784,269,5
916,280,2
381,418,3
748,633,4
389,300,3
159,1025,2
777,238,4
472,1119,5
566,134,5
72,664,3
704,222,3
546,250,4
207,233,3
224,196,4
624,282,4
16,770,3
222,44,3
664,483,4
87,121,5
345,974,3
399,155,2
752,683,4
928,48,5
619,385,5
184,403,3
917,740,5
939,255,5
561,675,3
523,727,4
833,262,2
938,323,3
712,376,3
85,632,3
405,1560,1
380,631,4
738,153,4
560,405,4
16,642,5
117,164,5
899,827,2
83,845,3
575,111,1
639,283,4
183,229,3
184,529,4
464,1226,4
753,195,1
655,638,4
79,222,4
56,395,3
246,227,4
782,315,4
409,749,3
380,200,4
1,144,4
296,272,5
152,120,2
704,131,5
293,148,1
927,99,2
7,604,3
815,318,5
660,64,3
344,111,4
393,785,3
107,300,1
896,28,2
92,728,3
326,54,3
921,227,3
524,1107,4
621,183,4
303,430,4
640,1258,3
793,597,3
334,1011,4
351,312,5
305,317,4
504,139,3
872,932,4
389,792,4
943,403,4
493,886,2
527,499,5
28,271,4
643,223,4
840,1065,5
934,257,4
236,507,3
421,79,4
320,413,3
746,578,4
937,225,2
655,1085,2
552,411,3
437,50,5
848,484,5
796,449,4
184,483,5
493,327,5
693,427,4
298,168,5
186,338,3
133,539,1
7,582,5
682,774,4
796,693,3
561,636,1
532,754,4
421,443,5
741,682,3
652,699,5
524,310,4
862,177,4
889,39,2
305,56,1
747,175,4
588,928,4
795,768,3
222,411,3
535,152,4
605,754,3
94,218,3
65,47,2
235,344,5
894,1150,4
785,288,3
82,28,3
815,559,3
59,604,3
899,209,5
44,202,4
379,181,4
769,15,3
282,268,4
345,86,4
82,231,2
758,608,5
128,210,4
747,302,5
447,257,3
504,719,3
393,223,4
515,243,3
561,171,5
913,729,3
757,155,2
666,143,2
34,324,5
224,329,3
494,64,5
851,4,5
7,609,3
749,174,5
3,294,2
919,218,4
642,318,2
152,69,5
82,218,3
257,313,5
608,661,3
897,181,3
697,9,4
416,546,3
617,132,1
177,878,1
521,13,2
694,604,4
577,194,4
395,21,3
896,161,3
373,88,4
615,289,2
707,382,3
900,661,4
366,413,4
195,1228,1
65,393,4
305,238,3
255,930,1
363,50,5
429,181,5
303,147,4
829,1018,2
305,173,3
927,501,4
270,447,4
500,120,3
581,844,5
654,1283,1
388,323,4
530,582,4
417,151,5
207,180,3
719,274,3
622,222,5
22,173,5
764,86,3
452,102,2
436,340,5
595,678,1
152,410,4
489,332,5
457,121,4
293,235,3
702,343,2
805,226,3
847,1,3
194,9,4
94,175,4
634,109,4
484,96,5
13,558,1
7,82,3
804,99,4
649,1283,2
184,660,3
711,222,3
761,288,4
474,283,3
712,141,3
499,326,3
160,671,5
181,547,1
559,652,4
230,402,5
318,381,1
213,42,5
286,41,2
288,317,4
899,471,4
337,181,2
59,1093,5
648,82,5
303,535,1
495,770,3
79,813,5
234,1453,2
204,318,5
537,268,4
666,478,4
243,531,4
128,507,4
42,176,3
342,220,1
674,678,3
606,410,3
42,926,3
23,642,3
393,95,4
767,921,5
718,744,3
184,855,4
405,653,1
361,156,4
870,132,4
413,273,2
792,129,4
58,462,4
169,181,5
308,73,3
727,366,3
206,262,1
934,533,3
544,689,2
886,94,4
303,393,4
384,343,3
474,255,4
230,385,1
896,478,5
804,632,3
103,257,3
83,319,1
286,211,4
883,512,5
216,25,3
795,514,4
124,172,3
453,181,5
537,956,4
417,264,2
801,245,3
279,556,3
659,197,5
535,302,3
825,181,4
265,181,2
18,707,3
393,576,3
285,346,4
572,14,4
5,415,1
354,181,4
207,642,3
870,1267,2
57,195,3
504,186,3
605,523,5
844,89,3
846,357,4
860,310,4
290,202,4
458,939,4
646,294,2
834,148,4
823,423,5
303,591,4
736,678,1
23,269,5
456,127,5
269,1165,1
738,951,2
793,250,4
416,326,5
840,134,3
479,82,4
316,183,1
389,172,5
164,866,5
664,172,5
679,520,4
435,410,5
506,529,3
42,219,1
392,288,4
194,661,5
376,223,4
665,378,3
922,151,5
297,195,1
276,1010,3
291,168,5
922,1079,1
864,209,3
160,302,5
347,324,1
166,894,4
599,928,4
405,1021,1
393,550,3
448,884,4
480,152,4
411,527,4
788,1139,1
373,238,4
213,1,2
665,620,3
753,211,4
684,1283,3
564,924,3
653,211,1
207,87,4
472,658,5
262,365,4
312,213,5
299,129,4
927,204,4
654,1016,4
472,877,3
60,357,4
661,69,4
207,866,3
196,238,4
495,739,4
436,265,3
22,250,5
932,510,4
588,468,3
126,294,3
189,952,5
200,771,4
407,603,4
401,127,1
249,23,4
805,180,3
777,818,5
552,1047,3
94,420,4
664,611,5
450,591,4
299,197,3
194,284,3
472,294,4
237,180,4
618,33,2
