user_id,item_id,rating
632,96,3
199,98,5
649,211,3
381,275,3
486,96,5
710,954,1
877,58,3
7,685,3
243,185,3
304,1455,4
408,1327,2
888,186,4
885,732,4
787,185,3
681,1427,3
408,178,5
490,236,3
448,60,5
720,1441,4
405,646,5
510,332,4
13,312,2
301,257,3
285,180,3
307,91,4
617,627,2
420,143,5
642,684,3
535,377,5
605,619,4
641,403,3
192,927,2
105,955,3
21,227,4
703,632,5
781,884,3
439,311,5
837,209,4
758,293,5
572,178,4
618,95,5
542,187,4
298,297,4
716,330,3
942,568,2
576,707,3
243,120,1
560,46,4
198,312,4
203,879,2
276,146,4
882,398,5
378,8,4
300,68,5
404,659,2
544,72,4
64,46,2
337,513,5
716,886,5
396,181,5
616,673,3
931,744,5
616,312,1
654,515,2
294,1296,4
902,275,5
609,672,4
542,1554,3
279,386,4
654,8,3
889,666,2
175,1011,4
824,929,5
384,134,3
654,1140,3
160,126,3
710,150,4
6,91,5
41,567,4
654,512,3
283,312,3
534,920,4
540,98,4
653,590,5
4,431,4
437,14,4
454,143,3
839,44,4
61,703,2
56,7,4
312,68,5
278,282,3
194,180,5
11,401,5
871,287,5
20,300,4
468,237,4
368,899,4
451,431,2
739,270,2
200,1069,5
396,456,1
17,431,4
737,268,2
850,1290,2
117,550,5
150,641,3
629,865,3
715,22,4
548,322,2
834,659,4
498,462,5
373,95,4
185,595,4
48,582,4
311,206,5
234,95,4
647,553,4
388,506,5
188,126,4
773,794,1
48,431,5
789,273,3
362,745,4
188,317,5
804,211,3
17,804,4
78,318,4
251,409,5
275,287,4
267,208,4
415,1088,2
151,312,4
500,293,3
449,400,3
785,428,4
102,126,4
450,879,1
649,707,3
503,391,5
848,567,4
177,183,5
268,236,2
86,708,3
870,1021,3
907,317,5
392,624,4
270,241,4
221,1438,3
89,424,4
837,595,5
795,1227,4
888,126,4
278,40,2
449,143,5
233,118,3
231,208,3
825,664,5
638,282,4
885,236,4
271,237,5
89,498,5
494,654,5
488,300,3
292,657,1
329,526,3
300,46,4
27,293,3
275,280,3
536,506,4
233,647,3
77,322,1
275,195,4
167,280,2
398,94,3
200,28,3
654,1321,2
571,13,4
565,317,4
565,575,2
386,1090,1
288,146,3
42,627,3
931,1204,5
803,628,3
378,704,4
415,274,5
893,904,3
214,181,3
109,339,3
795,1056,2
537,293,3
42,268,5
377,802,3
78,1007,4
109,657,3
331,147,5
441,229,3
748,185,4
135,236,4
428,442,4
746,87,2
522,1040,4
477,282,4
473,125,4
898,657,2
344,735,3
879,53,3
639,312,5
341,1169,3
297,194,4
384,17,5
485,458,2
388,46,4
644,22,5
868,286,2
639,46,4
870,171,5
755,419,4
812,891,1
804,120,3
763,76,4
434,398,3
423,260,3
937,180,5
824,618,4
591,521,5
717,590,4
108,1221,4
566,174,5
795,126,5
51,94,4
672,339,5
533,824,4
792,126,5
260,595,2
621,88,5
377,293,2
670,627,3
678,293,1
61,297,4
64,654,4
187,484,3
737,259,2
36,826,3
310,422,5
412,299,4
171,1171,3
483,273,4
926,7,4
21,877,1
591,94,4
277,312,5
108,161,2
12,664,2
656,8,4
545,897,4
58,566,4
496,621,2
723,947,1
647,1227,3
453,130,3
398,398,3
666,185,4
724,263,1
829,55,2
434,381,3
803,377,4
372,657,4
934,312,5
233,618,2
229,49,5
663,76,3
108,1227,3
264,14,3
292,442,4
359,206,4
296,237,5
20,49,3
659,206,4
483,596,3
662,826,2
118,39,4
842,224,2
9,651,3
795,541,3
449,28,3
93,782,2
900,401,4
392,567,4
444,817,1
471,312,5
600,428,5
612,1156,2
133,338,2
109,848,3
362,740,3
732,146,1
513,1038,5
88,215,5
827,922,3
492,49,5
384,1505,4
395,618,3
542,708,3
199,95,5
458,7,5
15,293,4
577,1097,2
379,355,2
144,938,4
80,150,2
491,44,3
929,870,3
937,1015,3
888,134,2
763,865,4
186,240,3
233,477,3
331,933,2
180,1058,1
605,962,5
807,339,5
337,485,3
319,283,4
511,10,5
52,283,2
663,413,5
895,134,3
553,734,3
384,1011,3
805,44,4
296,658,4
94,1221,2
433,927,5
773,562,1
863,662,4
931,237,3
275,901,4
660,651,2
25,13,3
19,287,1
453,477,2
464,318,3
74,195,4
876,306,3
32,347,4
703,505,4
527,237,3
839,7,5
888,208,2
231,174,5
5,194,4
918,740,3
422,281,4
266,32,5
300,95,5
889,1038,4
5,22,4
415,222,5
500,146,3
372,174,3
408,185,5
370,174,1
504,163,4
441,68,3
644,640,5
17,286,4
829,204,5
475,737,3
779,338,4
200,672,3
550,54,5
312,627,4
331,281,5
662,146,3
428,704,4
526,506,5
193,224,3
262,542,5
537,143,4
696,322,4
298,18,1
12,577,3
248,1038,5
91,160,2
715,503,5
233,462,4
213,44,4
48,257,2
116,121,2
198,987,1
535,85,3
867,1075,1
496,839,3
895,419,4
644,745,4
327,161,4
201,317,1
245,368,3
714,745,5
245,68,3
858,275,4
275,41,4
763,293,3
702,322,2
75,181,4
327,664,2
326,651,4
193,8,4
343,954,4
196,229,4
318,301,4
555,126,5
424,31,3
253,230,3
794,1554,3
636,236,2
392,401,3
59,604,3
362,848,2
234,897,3
180,1348,1
781,180,3
622,14,4
326,317,5
338,87,4
620,1011,5
709,503,4
113,521,5
662,312,5
869,317,5
889,736,3
782,886,5
531,312,5
98,257,5
108,401,4
882,54,4
863,664,3
845,468,2
325,194,4
12,506,1
789,785,3
923,922,5
82,126,4
902,195,4
144,301,4
84,1168,4
185,257,1
560,180,3
729,1011,5
129,1135,4
428,10,4
422,619,4
82,683,4
642,95,5
87,318,3
234,1450,4
665,565,3
483,171,5
6,605,3
698,1008,4
488,1612,4
938,273,5
343,618,4
128,268,4
206,95,3
912,480,3
697,1114,2
215,672,4
91,68,5
300,299,4
757,268,4
692,575,2
451,1056,1
852,687,3
221,394,1
333,739,3
329,230,5
539,322,3
333,1314,4
558,232,3
663,55,4
495,317,4
795,569,2
404,1061,1
881,49,5
559,263,3
89,327,3
89,500,5
12,772,1
654,41,3
654,306,3
326,128,4
235,672,4
15,692,4
704,842,2
90,180,5
585,929,2
188,989,3
757,339,3
880,614,4
398,590,3
552,88,5
495,150,3
670,240,5
380,306,2
547,470,5
473,8,5
196,293,4
703,493,5
267,709,3
698,146,2
209,628,3
408,490,2
0,224,2
758,936,4
311,512,5
828,293,2
396,171,5
555,339,5
384,60,2
664,55,5
675,270,3
895,53,2
845,551,4
832,830,1
266,143,5
938,236,5
326,301,3
392,830,1
338,402,3
704,7,3
361,332,5
487,287,2
614,630,4
39,345,2
462,268,5
526,126,5
858,274,3
53,327,4
287,96,4
233,215,3
261,76,2
456,56,4
63,55,5
275,745,4
668,407,5
867,657,3
10,450,2
102,95,4
586,901,2
376,688,3
285,141,4
243,1427,4
88,49,5
550,134,5
81,211,4
17,391,3
41,236,4
862,327,5
152,322,2
710,39,4
41,317,5
737,143,5
164,317,5
172,301,5
891,120,4
706,44,4
651,281,4
642,287,4
780,126,5
19,120,3
286,293,5
312,181,4
700,688,3
937,283,2
749,322,3
186,85,4
158,594,5
647,725,3
825,209,5
814,113,5
665,208,4
587,657,5
512,257,4
125,259,1
756,127,3
574,317,5
685,181,5
21,183,5
567,1136,4
568,18,5
531,452,4
882,1040,3
48,95,1
706,282,4
531,878,3
315,8,4
932,283,2
396,185,5
792,147,4
513,745,5
435,95,4
111,330,4
200,1420,3
429,263,2
654,1355,3
668,653,5
346,500,4
322,293,3
531,721,3
108,721,3
845,701,4
290,230,3
129,43,4
645,892,3
652,658,1
140,590,4
715,174,2
496,723,5
576,94,5
15,503,5
456,286,4
906,219,5
43,96,2
55,793,3
84,1020,3
261,146,3
573,257,5
683,923,2
449,1038,5
631,403,5
499,734,4
183,230,3
134,229,3
269,85,4
697,484,4
115,249,4
237,299,4
201,241,3
900,150,3
163,120,5
237,236,3
311,488,5
13,22,5
931,1138,2
865,339,2
133,293,4
492,889,3
874,513,5
478,163,4
93,654,4
826,325,3
41,602,4
42,276,1
408,381,4
787,270,3
879,297,4
621,401,3
405,478,4
57,740,2
765,433,5
879,227,3
43,1057,4
12,787,1
839,193,3
620,794,1
353,134,3
492,526,5
221,641,3
434,840,2
850,222,4
790,318,2
449,1139,2
262,377,5
402,49,5
14,300,4
599,230,3
746,49,5
421,853,4
752,897,4
245,209,3
316,354,4
177,273,4
911,442,4
495,660,3
115,332,2
458,249,5
206,1377,3
732,281,3
224,193,5
310,229,5
233,1203,3
639,55,5
267,240,3
669,1298,4
101,297,3
631,232,3
525,293,3
157,1097,4
241,293,4
648,322,3
278,1498,4
214,98,4
649,630,3
482,229,5
55,577,3
27,645,4
428,610,4
885,771,1
124,174,2
851,596,3
58,602,5
542,602,5
362,570,1
942,927,5
279,160,4
398,565,4
6,491,5
450,1264,4
36,49,5
479,660,4
812,299,4
710,96,4
473,96,5
715,85,5
404,515,1
720,7,4
411,723,4
523,318,4
302,143,5
150,229,3
552,477,4
291,627,3
311,1515,4
183,402,3
842,541,2
473,1420,4
876,206,3
761,708,3
285,194,4
436,477,5
328,704,3
497,508,3
42,704,4
855,327,3
388,55,5
785,120,2
692,176,3
486,317,3
156,1131,3
185,982,3
867,630,4
206,410,3
103,824,1
576,1290,3
377,575,3
36,230,2
195,381,4
467,431,5
531,1045,4
212,96,5
40,194,4
225,96,3
649,271,4
806,1412,2
607,60,5
197,54,3
300,419,3
732,1225,3
382,602,5
540,654,4
626,209,3
530,893,1
390,647,5
592,156,3
863,1111,2
659,138,2
880,193,3
184,739,4
303,892,3
184,286,5
389,739,4
344,771,4
114,186,5
689,745,2
827,354,2
199,684,4
14,927,1
468,610,5
12,236,5
356,325,5
51,249,3
61,1135,3
157,126,5
926,236,4
286,297,4
177,186,4
888,1152,4
233,613,3
17,211,5
814,143,4
463,287,4
566,270,4
119,923,4
467,88,4
858,954,5
919,1611,4
392,1015,5
817,345,4
279,924,4
